Name	Notes	FullAddress	City	Province	PostalCode
Électrobac-Pavillon EV; Concordia	Dans le passage, vers le Métro	1515 rue Sainte-Catherine Ouest	Montréal	Quebec	H3G 2W1
Électrobac-IGA Extra Bourgault &amp; Sanzone inc	Après les caisses, tout juste avant la sortie	12285 boul. Rodolphe-Forget	Montréal	Quebec	H1E 6M3
Électrobac-Hôpital général de Montréal	À l'entrée sur Avenue Cedar, à côté du kiosque de sécurité	1650 av. Cedar	Montréal	Quebec	H3G 1A4
Électrobac-Complexe récréatif Gadbois; Arrondissement Sud-Ouest	À l'entrée de l'aréna	5485 ch. de la Côte-Saint-Paul	Montréal	Quebec	H4C 1X3
Électrobac-Metro Plus Fogarty Charlemagne	Après les caisses, tout juste avant la sortie	40 rue Émile-Despins	Charlemagne	Quebec	J5Z 3L6
Électrobac-Metro Plus Leblanc Terrebonne	Après les caisses, tout juste avant la sortie	1375 rue Grande-Allée	Terrebonne	Quebec	J6W 5M9
Électrobac-Metro Plus de la Concorde; Metro Groupe Messier	Dans le hall d'entrée, entre les portes d'entrée et de sortie	155 boul. de la Concorde Est	Laval	Quebec	H7G 2C6
Électrobac-Galeries Rive-Nord; Cominar	Au kiosque d'information	100 boul. Brien	Repentigny	Quebec	J6A 5N4
Électrobac-Les Galeries Chagnon; Westcliff	Au niveau 1, près de la Caisse Desjardins	1200 boul. Alphonse-Desjardins	Lévis	Quebec	G6V 6Y8
Électrobac-Université Laval; PEPS	Au sous-sol, près de l'entrée à la salle d'entrainement	2300 rue de la Terrasse	Québec	Quebec	G1V 0A6
Électrobac-Université Laval; Pavillon Alphonse-Desjardins	Au rez-de-chaussée, en face de la COOP	2325 rue de l'Université	Québec	Quebec	G1V 0A6
Électrobac-IGA Extra des Sources Galeries Charlesbourg	Après les caisses, sur la colonne près du guichet automatique	4250 1re Avenue	Québec	Quebec	G1H 2S5
Électrobac-IGA des Sources; Cap Rouge	À gauche de la porte d'entrée	3373 rue de l'Hûtrière	Québec	Quebec	G3A 0M2
Électrobac-Édifice Marie-Guyart; SQI	Au rez-de-chaussée, en face du poste de sécurité	1037 rue de La Chevrotière	Québec	Quebec	G1R 5E9
Électrobac-Place Montréal Trust; Ivanhoé Cambridge	À côté des escaliers mécaniques, près du magasin Zara	1500 av. Mcgill College	Montréal	Quebec	H3A 3J5
Électrobac-IGA Brouillette et Fils	Après les caisses, à gauche de la porte de sortie	4411 boul. de la Concorde Est	Laval	Quebec	H7C 1M4
Électrobac-Supermarché Metro Plus Collin; Brossard	Dans le vestibule d'entrée et de sortie	2004 boul. Rome	Brossard	Quebec	J4W 3M7
Électrobac-Place de la cité; Cominar	Appuyé sur une colonne, près de la fontaine dans l'aire de restauration	2600 boul. Laurier	Québec	Quebec	G1V 4T3
Électrobac-Campus Ste-Hyacinthe 2; Université de Montréal	Près de l'entrée principale	1500 av. des Vétérinaires	Saint-Hyacinthe	Quebec	J2S 6N9
Électrobac-Complexe Alexis Nihon; Cominar	Niveau métro, en face du Tim Horton's	1500 av. Atwater	Montréal	Quebec	H3Z 1X5
Électrobac-2001 McGill College; Cominar	Dans le hall d'entrée de la tour à bureaux, en face du comptoir d'accueil	2001 av. McGill College	Montréal	Quebec	H3A 1G1
Électrobac-Centre Rockland; Cominar	À droite de l'escalier mécanique menant à la foire alimentaire	2305 rue Rockland	Montréal	Quebec	H3P 3E9
Électrobac-Pavillon J; Université du Québec à Montréal (UQAM)	Pavillon J: La Grande Place (niveau métro) dans l'alcôve adjacente à l'entrée du local J-M320	1400 rue Berri	Montréal	Quebec	H2L 2C4
Électrobac-Pavillon PK; Université du Québec à Montréal (UQAM)	Pavillon PK: Dans l'alcôve du corridor PK-600, contre le mur de la salle de cours PK-R605	201 av. Président-Kennedy	Montréal	Quebec	H2X 3Y7
Électrobac-Pavillon R; Université du Québec à Montréal (UQAM)	Pavillon R: Niveau métro, dans le corridor R-M000, contre le mur nord, adjacent à la colonne avant l'accès vers le monte-charge	315 rue Sainte-Catherine Est	Montréal	Quebec	H2X 1L7
Électrobac-Centre Laval; Cominar	Près du Greiche &amp; Scaff à côté du GAB	1600 boul. Le Corbusier	Laval	Quebec	H7S 1Z2
Électrobac-IGA Extra Saint-Janvier	Dans le vestibule de sortie	13380 boul. Curé-Labelle	Mirabel	Quebec	J7J 1G9
Électrobac-IGA Extra Famille Viau	Dans le hall de sortie	249 boul. Harwood	Vaudreuil-Dorion	Quebec	J7V 1Y3
Électrobac-1600 René Lévesque; Bentall Kennedy	À l'entrée des employés, à côté du dépanneur et du poste de sécurité	1600 boul. René-Lévesque	Montréal	Quebec	H3H 1P9
Électrobac-Supermarché Metro Plus Collin; Chambly	À droite, dans le vestibule de sortie	1233 boul. de Périgny	Chambly	Quebec	J3L 1W7
Électrobac-Metro Plus Riendeau Beloeil	Dans le hall de sortie	1030 rue Saint-Jean-Baptiste	Beloeil	Quebec	J3G 0J1
Électrobac-Palais de justice de Montréal; SQI	À proximité de Café Vienne	1 rue Notre-Dame Est	Montréal	Quebec	H2Y 1B6
Électrobac-Planétarium Rio Tinto Alcan	Niveau 100, juste à droite de l'ascenseur	4801 Avenue Pierre-De Coubertin	Montréal	Quebec	H1V 3N4
Électrobac-IGA Alimentation Hochelaga G.S. inc.	Après les caisses, tout juste avant la sortie	7975 rue Hochelaga	Montréal	Quebec	H1L 2K9
Électrobac-Terminus Longueuil; Agence Métropolitaine de Transport (AMT)	Dans l'Aile A, près de l'accès au Métro	100 place Charles-LeMoyne	Longueuil	Quebec	J4K 2T4
Électrobac-Tour Bell Média; Redbourne	Dans le lobby, devant la colonne centrale	1800 av. McGill College	Montréal	Quebec	H3A 3J6
Électrobac-IGA Extra Marché d'alimentation Crevier inc.	À droite de la porte de sortie	550 aut. Chomedey	Laval	Quebec	H7X 3S9
Électrobac-IGA Extra Épicerie Quintal et frères	À droite de la porte de sortie	4805 boul. Arthur-Sauvé	Laval	Quebec	H7R 3X2
Électrobac-Hôpital Cité de la Santé Laval	À l'entrée des employés	1755 boul. René-Laennec	Laval	Quebec	H7M 3L9
Électrobac-IGA extra Alimentation Auteuil	À gauche de la porte de sortie	5680 boul. des Laurentides	Laval	Quebec	H7K 2K2
Électrobac-Tour KPMG; Oxford	Au rez-de-chaussée, près de l'accès au Metro	600 boul. de Maisonneuve Ouest	Montréal	Quebec	H3A 0A3
Électrobac-Pavillon LB; Concordia	Dans le LB de l'immeuble, juste devant le magasin des étudiants	1400 boul. de Maisonneuve Ouest	Montréal	Quebec	H3G 1M8
Électrobac-Place Dupuis; Busac	À côté du magasin IGA	800 boul. de Maisonneuve Est	Montréal	Quebec	H2L 4L8
Électrobac-Metro Lebel Mont-Royal	Juste à côté de la porte de sortie	2275 av. Mont-Royal Est	Montréal	Quebec	H2H 1K6
Électrobac-Centre Le Boulevard; Crofton Moore	À côté de la banque RBC et de l'épicerie Metro, entrée Est	4270 rue Jean-Talon Est	Montréal	Quebec	H1S 1J7
Électrobac-Carrefour Saint-Georges; Cominar	À la station de recyclage multimatières, près du Dollorama et du comptoir de service à la clientèle	8585 boul. Lacroix	Saint-Georges	Quebec	G5Y 5L6
Électrobac-Metro Plus Fordham	Dans le vestibule d'entrée	350 rue Principale	Saint-Zotique	Quebec	J0P 1Z0
Électrobac-IGA Extra; Marche Saint-Canut inc.	À gauche, après les caisses	9600 rue Henri-Piché	Mirabel	Quebec	J7N 0T4
Électrobac-IGA extra Marché Paquette	Dans le vestibule d'entrée de l'épicerie	3925 boul. des Forges	Trois-Rivières	Quebec	G8Y 1V9
Électrobac-Pavillon Ferdinand-Vandry; Université Laval	Près de la cafétéria	1050 av. de la Médecine	Québec	Quebec	G1V 0A6
Électrobac-IGA Supermarché Jean XXIII	Dans le vestibule d'entréeoeortie, à côté de la sortie.	6060 boul. Jean XXIII	Trois-Rivières	Quebec	G8Z 4B5
Électrobac-Technoparc St-Laurent; Morguard	Contre le mur en face de la cafétéria	7140 rue Albert Einstein	Montréal	Quebec	H4S 2A9
Électrobac-Métro Plus Dorion Ste-Catherine	À côté des distributrices à bonbons dans l'entrée	1955 rue Sainte-Catherine Est	Montréal	Quebec	H2K 2H6
Électrobac-Pavillon Alexandre-Vachon; Université Laval	Entre les deux escaliers devant l?entrée de la bibliothèque	1045 av. de la Médecine	Québec	Quebec	G1V 0A6
Électrobac-Pavillon Charles De Koninck; Université Laval	À côté des escaliers, près de la cafétéria	1030 av. des Sciences-Humaines	Québec	Quebec	G1V 0A6
Électrobac-Complexe Jules Dallaire; Cominar	Près des ascenseurs de la tour T1, au 2e étage	2820 boul. Laurier	Québec	Quebec	G1V 0C1
Électrobac-IGA Extra Gladu	Dans le vestibule de sortie	400 boul. du Séminaire Nord	Saint-Jean-sur-Richelieu	Quebec	J3B 5L2
Électrobac-Les Rivières; Cominar	Dans le corridor de l'entrée principale, à gauche du Toys &laquo; R &raquo; Us	4225 boul. des Forges	Trois-Rivières	Quebec	G8Y 1W2
Électrobac-Université du Québec à Trois-Rivières (UQTR)	Dans le Pavillon Albert Tessier, près de l'entrée de la bibliothèque	3351 boul. des Forges	Trois-Rivières	Quebec	G9A 5H7
Électrobac-Centre Hospitalier Universitaire de Québec (CHUQ)	Au poste de sécurité au premier étage	2705 boul. Laurier	Québec	Quebec	G1V 4G2
Électrobac-Les Promenades Beauport; Cominar	Dans l'aire de restauration	3333 rue du Carrefour	Québec	Quebec	G1C 5R9
Électrobac-Centre Claude Robillard; Ville de Montréal	À côté du comptoir central au rez-de-chaussée	1000 av. Émile Journault	Montréal	Quebec	H2M 2E7
Électrobac-IGA Marché Dama inc.	Après les caisses, à gauche de la porte de sortie	10760 av. Millen	Montréal	Quebec	H2C 0A5
Électrobac-Metro Plus Ferland Du Marais	Dans le portique, à gauche de la porte de sortie	1625 rue du Marais	Québec	Quebec	G1M 0A2
Électrobac-Metro Plus Neufchâtel	Dans le portique d'entrée, à côté de la machine de friandises	2425 boul. Bastien	Québec	Quebec	G2B 1B3
Électrobac-Metro Plus Charlesbourg	Après les caisses, à gauche de la porte de sortie	8500 boul. Henri-Bourassa	Québec	Quebec	G1G 5X1
Électrobac-Fleur de Lys Centre Commercial; 20 Vic	Près de l'entrée #3	552 boul. Wilfrid-Hamel	Québec	Quebec	G1M 3E5
Électrobac-Fleur de Lys Centre Commercial 2; 20 Vic	Près de l'entrée #9, dans la foire alimentaire	552 boul. Wilfrid-Hamel	Québec	Quebec	G1M 3E5
Électrobac-Centre hospitalier universitaire de Sherbrooke	Au sous-sol proche de l'entrée à côté de la cafeteria	3001 12e Avenue Nord	Sherbrooke	Quebec	J1H 5N4
Électrobac-IGA Extra Couture	Dans le vestibule d'entréeoeortie	2240 rue King Est	Sherbrooke	Quebec	J1G 5G8
Électrobac-IGA Extra; Marché Gazaille	Dans le vestibule, juste avant la sortie	301 rue Denison Est	Granby	Quebec	J2H 2R6
Électrobac-Metro Sagamie Jonquière	Dans le vestibule d'entrée et de sortie	2655 boul. Du Royaume	Saguenay	Quebec	G7S 4S9
Électrobac-Air Canada	À l'entrée principale des employés du bâtiment numéro 2	7373 boul. de la Côte-Vertu Ouest	Dorval	Quebec	H4S 1Z3
Électrobac-IGA Extra; Alimentation Yvon Haché		1324 boul. Talbot	Saguenay	Quebec	G7H 4B8
Électrobac-Metro Plus; Alimentation Lebel inc.	Tout juste après les caisses	615 1re rue Poiré	La Pocatière	Quebec	G0R 1Z0
Électrobac-Provigo Alimentation Plamondon inc.	Tout juste après les caisses	260 rue Saint-Cyrille	Saint-Raymond	Quebec	G3L 5B6
Électrobac-IGA Extra St-Georges de Beauce	Dans le hall d'entrée et de sortie	8980 boul. Lacroix	Saint-Georges	Quebec	G5Y 5E2
Électrobac-IGA Extra King Ouest	Sur la colonne, à droite de la porte de sortie	3950 rue King Ouest	Sherbrooke	Quebec	J1L 1P6
Électrobac-IGA Extra Chouinard et fils inc	Dans le vestibule d'entrée	10505 boul. Sainte-Anne	Sainte-Anne-de-Beaupré	Quebec	G0A 3C0
Électrobac-IGA Supermarché Pépin		1015 rue des Lilas	Saint-Chrysostome	Quebec	G6Z 3K4
Électrobac-Metro Plus Marquis L'Assomption	Dans le vestibule d'entréeoeortie	790 montée de Saint-Sulpice	Saint-Sulpice	Quebec	G5W 0M6
Électrobac-IGA Extra Chaumont et Bilodeau	Dans le vestibule d'entrée	1005 boul. du Grand Héron	Saint-Jérôme	Quebec	J7Y 3P2
Électrobac-IGA Extra Marché Bélanger	Dans le vestibule de sortie	680 av. Chaussé	Rouyn-Noranda	Quebec	J9X 4B9
Électrobac-Site Glen; Centre universitaire de santé McGill (CUSM)	À l'entrée Hôpital Royal Victoria du Site Glen, à gauche de la station de recyclage pour papier et plastiques	1001 boul. Décarie	Montréal	Quebec	H4A 3J1
Électrobac-Metro Plus Coop D'Asbestos	À l'entrée de l'épicerie donnant accès au centre d'achat, près de la boîte aux lettres	511 1re Avenue	Asbestos	Quebec	J1T 3P6
Électrobac-Place Youville; Société de transport de Montréal (STM)	Dans la section des locaux situés au coin St-Laurent et Crémazie, au rez-de-chaussé	8845 boul. Saint-Laurent	Montréal	Quebec	H2N 1M3
Électrobac-Les Promenades Drummondville; Westcliff	À l'entrée #2, à côté de la machine à photos	755 boul. René-Lévesque	Drummondville	Quebec	J2C 6Y7
Électrobac-Galeries Lac St-Jean; Immostar	Dans l'aire commune, près du Dollorama	1055 av. du Pont Sud	Alma	Quebec	G8B 6V6
Électrobac-Promenades du St-Laurent; Immostar	À l'entrée Ouest, contre le mur du Maxi	597 av. du Phare Est	Matane	Quebec	G4W 4L6
Électrobac-Carrefour Rimouski; Cominar	À l'entrée #3, contre le mur du Canadian Tire	419 boul. Jessop	Rimouski	Quebec	G5L 7Y5
Électrobac-Mail Montenach; Cominar	À côté du kiosque d'information et du magasin La vie en Rose	600 boul. Sir-Wilfrid-Laurier	Beloeil	Quebec	J3G 4J2
Électrobac-Les Galeries de Hull; Cominar	À l'entrée se situant à côté du comptoir de service à la clientèle	320 boul. Saint-Joseph	Gatineau	Quebec	J8Y 3Y8
Électrobac-Place Vertu 1; 20 Vic	À l'entrée de l'immeuble à bureaux, sur le mur à droite du boyau d'incendie	3131 boul. de la Côte-Vertu	Montréal	Quebec	H4R 1Y8
Électrobac-Place Vertu 2; 20 Vic	À l'entrée #2, au dos du présentoir d'information	3131 boul. de la Côte-Vertu	Montréal	Quebec	H4R 1Y8
Électrobac-Carrefour Richelieu; Westcliff	À l'entrée #4, à côté du photomaton	600 rue Pierre-Caisse	Saint-Jean-sur-Richelieu	Quebec	J3A 1M1
Électrobac-Carrefour du Nord-Ouest	Contre le mur, à l'entrée du couloir menant aux toilettes, à côté du Sports Experts	1801 3e Avenue	Val-d'Or	Quebec	J9P 5K1
Électrobac-Metro Plus Ste-Agathe	Tout juste après les caisses	1050 rue Principale Est	Sainte-Agathe-des-Monts	Quebec	J8C 1L6
Électrobac-Université de Sherbrooke; Campus Sherbrooke	Au Pavillon multifonctionnel (B5), face à l?ascenseur du niveau 0 (étage des tunnels) et près du Centre de gestion des déplacements	2500 boul. de l'Université	Sherbrooke	Quebec	J1K 2R1
Électrobac-Centre commercial Rivière-du-Loup; Cominar	Contre le mur du Dollorama, tout près du Super C	298 boul. Armand-Thériault	Rivière-du-Loup	Quebec	G5R 4C2
Électrobac-IGA Extra Rivière-du-Loup	Tout juste après les caisses	254 rue Hôtel-De-Ville	Rivière-du-Loup	Quebec	G5R 1M4
Électrobac-IGA Marché Marc Desbiens	Dans le vestibule d'entréeoeortie	1199 boul. Saint-Félicien	Saint-Félicien	Quebec	G8K 3J1
Électrobac-Supermarché PA	Dans le vestibule d'entrée et de sortie	5029 av. du Parc	Montréal	Quebec	H2V 4E9
Électrobac-Metro Plus; Alimentation Claude Bisson	À gauche des chaises devant le bureau du gérant de service	2070 boul. Lemire	Drummondville	Quebec	J2B 6X5
Électrobac-IGA Extra; Marché Gaouette inc.	Près des paniers, à côté des distributeurs de boissons gazeuses	40 rue Évangéline	Granby	Quebec	J2G 8K1
Électrobac-IGA Extra Famille Charles;  IGA Famille Charles	Dans le vestibule en sortant	455 boul. Gréber	Gatineau	Quebec	J8T 5T7
Électrobac-IGA extra Alimentation Christian et Ginette St-Jacques	Dans le vestibule d'entrée et de sortie	720 montée Paiement	Gatineau	Quebec	J8R 2S8
Électrobac-Place du Centre; Westcliff	À côté du kiosque d'information et du Dollard ou Deux	200 promenade du Portage	Gatineau	Quebec	J8X 4B7
Électrobac-IGA extra Famille Plante	Après les caisses, juste avant la sortie	1130 boul. St-Joseph	Gatineau	Quebec	J8Z 1T3
Électrobac-IGA Extra des Grives	Dans le vestibule d'entrée	203 boul. des Grives	Gatineau	Quebec	J9A 0C7
Électrobac-IGA Famille Charles; IGA Famille Charles	Après les caisses, à côté du distributeur à eau	1716 route 105	Chelsea	Quebec	J9B 1P4
Électrobac-Centre hospitalier régional De Lanaudière	Dans le couloir menant à la cafétéria	1000 boul. Sainte-Anne	Saint-Charles-Borromée	Quebec	J6E 6J2
Électrobac-IGA Extra Chapdelaine	Tout juste après les caisses, avant la sortie	775 rue Galt Ouest	Sherbrooke	Quebec	J1H 1Z1
Écocentre de Boischatel		345 rue des Saphirs	Boischatel	Quebec	G0H 1H0
Recyclo-Centre		165 av. de l'Hôtel-Dieu	Sorel-Tracy	Quebec	J3P 7L4
Électrobac-Bureau de la Mairie; Rosemont-La Petite-Patrie	Près de la réception et du poste de recyclage	5650 rue Iberville	Montréal	Quebec	H2G 2B3
Électrobac-SSQ; Longueuil	Dans le hall d'entrée	1225 rue Saint-Charles Ouest	Longueuil	Quebec	J4K 1A7
Électrobac-425 boul. Maisonneuve ouest	À l'entrée, près du poste de sécurité.	425 boul. Maisonneuve ouest	Montréal	Quebec	H3A 3G5
Électrobac-IGA Alimentation Pointe-aux-Trembles G.S. inc	À gauche de la porte de sortie du IGA	13155 rue Sherbrooke Est	Montréal	Quebec	H1A 1B9
Électrobac-2525 boul. Laurier; SSQ Groupe Financier	En face de l'accueil de l'édifice du MSP et de SSQ.	2525 boul. Laurier	Québec	Quebec	G1V 2L2
Électrobac-Marché de l'ouest	À l'entrée 3.	11600 boul. de Salaberry	Dollard-Des Ormeaux	Quebec	H9B 2R8
Électrobac-CHUSJ	Près de la boîte de distribution du Devoir, à côté du couloir vers la cafétéria.	3175 ch. De la Côte-Sainte-Catherine	Montréal	Quebec	H3T 1C5
Électrobac-Gare du Palais	Au premier étage de la tour sud, près du poste de sécurité.	450 rue de la Gare du Palais	Québec	Quebec	G1K 3X2
Électrobac-Centre Aquatique Pointe-Claire	À l'entrée principale du centre aquatique	60 av. Maywood	Montréal	Quebec	H9R 0A7
Électrobac-Centre des loisirs; Arrondissement St-Laurent	Situé dans le hall principal. à côté de l'entrée principale, près du comptoir de gardien de sécurité.	1375 rue Grenet	Montréal	Quebec	H4L 5K3
Électrobac-Collège Maisonneuve 2	Proche du comptoir du magasin TGÉ (P315)	6220 rue Sherbrooke Est	Montréal	Quebec	H1N 1C1
Électrobac-Metro Victoriaville	À la sortie des caisses près de l'armoir à glace.	435 boul. Jutras Est	Victoriaville	Quebec	G6P 7H4
Électrobac-Centre Sportif Terrebonne	Situé aux portes 11-12, donnant accès à la Cité du Sport et Centre Aquatiue de la ville de Terrebonne	2485 boul. des Entreprises	Terrebonne	Quebec	J6X 4J9
Électrobac-Place du portage 2	Portage II près de la passerelle en face des escaliers roulants	50 rue Victoria	Gatineau	Quebec	J8X 3X1
Électrobac-1100 René-Lévesque; Oxford Properties	Situé au rez-de-chaussée de l?immeuble.	1100 boul. René-Lévesque O	Montréal	Quebec	H3C 5H5
Électrobac-1250 René-Lévesque; Oxford Properties	Au niveau Mezzanine près de la foire alimentaire.	1250 boul. René-Lévesque O	Montréal	Quebec	H3B 4W8
Électrobac-Place du portage 4	Niveau 1 près du bureau de la sécurité	9 rue Laurier	Gatineau	Quebec	J8X 3X5
Électrobac-Carrefour du Nord; Westcliff	Entre le kiosque de Virgin mobile et Koodo	900 boul. Grignon	Saint-Jérôme	Quebec	J7Y 3S7
Électrobac-Place Longueuil; Cominar	Près du kisoque d'information.	825 rue Saint-Laurent Ouest	Longueuil	Quebec	J4K 2V1
Électrobac-Alcoa Deschambeault	À l'entrée principale	1 boul. des Sources	Deschambault-Grondines	Quebec	G0A 1S0
Électrobac-IGA Extra Famille Jean Martin	À gauche de la valideuse de loterie, face à la courtoisie.	1430 boul. Saint-Antoine	Saint-Jérôme	Quebec	J7Z 7M2
Électrobac-Ministère de l'Emploi et de la Solidarité Sociale (MESS)	Près de l'entrée principale, à droite de la poubelle située en face du dépanneur de l'immeuble	425 rue Saint-Amable	Québec	Quebec	G1R 4Z1
Électrobac-École de Technologie Supérieure (ÉTS); Pavillon Maison des étudiants	Dans le hall d'entrée, au rez-de-chaussée, près des escaliers mobiles	1220 rue Notre-Dame Ouest	Montréal	Quebec	H3C 1K5
Électrobac-Centre communautaire de l'Épiphanie	À l'entrée du centre communautaire, près du comptoir d'accueil	68 rue Amireault	L'Épiphanie	Quebec	J5X 2S7
Écocentre Pikogan		2552 rte 109 Nord	Pikogan	Quebec	J9T 3A3
